track_name,artist_id,release_date,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,cover_url,track_id
Circles,59,2019-08-30,120,Unknown,Major,70,59,75,24,0,9,4,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,188
Just The Way You Are,125,2010-01-01,109,F,Major,63,46,85,1,0,9,5,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,189
Take Me To Church,148,2013-09-13,129,E,Minor,57,41,66,63,0,12,5,https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2,190
Bebe Dame,149,2022-12-16,157,G,Major,54,75,60,30,0,7,5,https://i.scdn.co/image/ab67616d0000b2735f3aef5159749e4b61686670,191
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,4,2021-04-09,130,F#,Major,63,49,73,5,0,9,3,Not Found,192
Titi Me Preguntï¿,5,2022-05-06,107,F,Minor,65,19,72,10,0,13,25,Not Found,193
Better Than Revenge (Taylor's Version),4,2023-07-07,146,B,Minor,50,67,89,0,0,19,8,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,194
Shut up My Moms Calling,150,2020-02-10,139,A,Minor,48,37,41,32,0,10,10,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5,195
Have You Ever Seen The Rain?,151,1968-07-01,116,Unknown,Major,74,76,70,7,0,13,3,https://i.scdn.co/image/ab67616d0000b27351f311c2fb06ad2789e3ff91,196
Es un Secreto,152,2010-07-20,95,F#,Minor,84,52,77,12,0,7,4,https://i.scdn.co/image/ab67616d0000b273913ef74e0272d688c512200b,197
POLARIS - Remix,153,2023-06-08,170,G#,Minor,62,55,80,15,0,37,7,Not Found,198
Ditto,12,2022-12-19,134,F#,Minor,81,18,64,3,0,10,11,https://i.scdn.co/image/ab67616d0000b273edf5b257be1d6593e81bb45f,199
Take On Me,154,1984-10-19,84,F#,Minor,57,86,90,2,0,9,5,https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53,200
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",155,2023-06-02,146,B,Minor,61,20,48,21,0,12,6,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,201
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)",156,2023-05-01,74,A#,Minor,53,24,67,11,0,10,28,https://i.scdn.co/image/ab67616d0000b273445afb6341d2685b959251cc,202
Acrï¿½ï¿½s,157,2023-05-11,144,B,Major,75,35,48,84,0,10,12,Not Found,203
AMG,158,2022-11-24,136,B,Minor,77,79,73,15,0,27,10,https://i.scdn.co/image/ab67616d0000b273fbf10e7799f39fbcd301e55a,204
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",159,2023-05-15,100,E,Major,56,53,55,53,0,12,4,Not Found,205
S-Class,160,2023-06-02,105,F,Minor,89,67,78,9,0,7,33,https://i.scdn.co/image/ab67616d0000b273e27ba26bc14a563bf3d09882,206
Hits Different,4,2023-05-26,106,F,Major,67,24,78,15,0,30,4,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,207
Chanel,161,2023-03-30,132,D,Major,85,53,68,40,0,9,4,https://i.scdn.co/image/ab67616d0000b273c3bb167f0e78b15e5588c296,208
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),162,2023-06-02,120,A,Major,78,5,30,21,0,13,5,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,209
Area Codes,163,2023-03-17,155,C#,Major,82,51,39,2,0,9,49,https://i.scdn.co/image/ab67616d0000b2733eecc265c134153c14794aab,210
Abcdario,164,2023-05-13,129,G#,Major,70,42,43,78,0,11,3,Not Found,211
Obsessed,165,2022-09-29,135,F,Minor,80,85,74,62,0,8,9,Not Found,212
Piï¿½ï¿½man Deï¿,166,2023-06-02,98,A#,Minor,73,45,62,28,0,13,13,Not Found,213
FLOWER,167,2023-03-31,124,A,Minor,84,64,39,3,0,11,4,https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac,214
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",168,2023-06-02,135,A,Minor,77,28,55,18,0,22,15,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,215
Eyes Closed,113,2023-03-23,107,D,Major,78,39,53,30,0,11,6,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796,216
Escapism.,169,2022-10-12,96,D,Major,54,25,74,14,0,9,11,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f,217
La Jumpa,170,2022-11-30,123,G#,Major,71,58,70,30,0,32,19,https://i.scdn.co/image/ab67616d0000b27330326b23e30ae93d4d48165b,218
Karma (feat. Ice Spice),171,2023-05-26,90,G#,Major,62,7,62,6,0,58,6,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,219
Superhero (Heroes & Villains) [with Future & Chris Brown],172,2022-12-02,117,F,Minor,72,45,59,14,0,20,21,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,220
Las Morras,173,2023-04-04,133,A,Minor,78,90,84,31,0,7,4,Not Found,221
CHORRITO PA LAS ANIMAS,105,2022-12-02,96,G#,Minor,74,61,83,11,0,35,6,https://i.scdn.co/image/ab67616d0000b2737cc7b0d6a82846cd8b158f99,222
Ch y la Pizza,174,2022-12-01,149,G#,Major,66,85,60,40,0,14,13,https://i.scdn.co/image/ab67616d0000b273cdbbe3160616f7c85e2eb2c8,223
Snow On The Beach (feat. More Lana Del Rey),175,2023-05-26,110,F#,Minor,66,32,40,81,0,11,3,Not Found,224
Players,176,2022-11-30,105,F#,Major,95,62,52,3,0,5,16,https://i.scdn.co/image/ab67616d0000b2731cf7cf4446b496525e423465,225
Bite Me,177,2023-05-22,105,C#,Major,80,69,78,28,0,11,14,https://i.scdn.co/image/ab67616d0000b2731d03b5e88cee6870778a4d27,226
Stand By Me (feat. Morgan Wallen),178,2023-05-26,134,B,Major,76,61,58,6,0,16,3,https://i.scdn.co/image/ab67616d0000b2736234c2c6d4bb935839ac4719,227
Normal,105,2022-07-08,170,E,Minor,71,59,56,4,0,27,12,https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb,228
Hummingbird (Metro Boomin & James Blake),179,2023-06-02,81,F#,Major,59,26,60,46,1,25,13,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,229
Seu Brilho Sumiu - Ao Vivo,180,2023-03-01,154,F#,Major,63,75,92,31,0,91,5,https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035,230
Bad Habit,181,2022-06-29,169,C#,Major,69,69,51,63,0,38,4,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee,231
CUFF IT,182,2022-07-29,115,G,Major,78,64,69,4,0,7,14,Not Found,232
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),183,2023-06-05,84,A,Minor,43,14,74,1,0,19,8,https://i.scdn.co/image/ab67616d0000b273f19310c007c0fad365b0542e,233
69,184,2023-05-18,93,G#,Major,79,58,62,11,0,11,23,https://i.scdn.co/image/ab67616d0000b273ea97d86f1fa8532cd8c75188,234
Niï¿½ï¿½a Bo,185,2023-04-21,91,G,Major,82,47,62,10,0,10,15,Not Found,235
Search & Rescue,186,2023-04-07,142,A#,Minor,82,54,44,6,0,33,7,https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96,236
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),187,2023-05-19,126,C#,Major,78,20,70,1,0,16,4,Not Found,237
Lavender Haze,4,2022-10-21,97,A#,Major,73,10,44,26,0,16,8,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,238
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",188,2023-06-02,101,F,Major,92,59,51,41,51,26,8,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,239
Efecto,5,2022-05-06,98,G,Minor,80,23,48,14,0,6,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,240
Erro Gostoso - Ao Vivo,189,2023-01-27,154,F#,Major,59,63,89,18,0,80,9,https://i.scdn.co/image/ab67616d0000b2735559a80512e3986640b0140d,241
Cupido,190,2023-02-14,120,A,Major,91,63,58,52,0,31,22,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d,242
Just Wanna Rock,191,2022-10-17,150,B,Major,49,4,55,7,0,6,3,https://i.scdn.co/image/ab67616d0000b273438799bc344744c12028bb0f,243
Unstoppable,192,2016-01-21,174,A,Major,47,27,78,11,0,10,8,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837,244
Until I Found You,193,2021-09-01,202,A#,Major,34,25,51,69,0,18,4,https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244,245
Rich Flex,127,2022-11-04,153,B,Minor,56,42,52,5,0,36,24,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,246
Easy On Me,92,2021-10-14,142,F,Major,60,13,37,58,0,13,3,https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4,247
Cartï¿½ï¿½o B,194,2023-05-11,108,A,Minor,84,55,47,26,0,20,64,Not Found,248
Danger (Spider) (Offset & JID),195,2023-06-02,143,B,Major,83,25,69,4,0,23,12,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,249
Oi Balde - Ao Vivo,196,2023-02-14,108,D,Major,67,55,67,60,0,80,5,Not Found,250
The Real Slim Shady,87,2000-01-01,104,F,Minor,95,78,66,3,0,4,6,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,251
MERCHO,197,2022-12-16,93,F#,Minor,84,96,79,43,0,18,11,Not Found,252
The Color Violet,198,2021-12-10,105,F#,Minor,65,46,53,16,0,9,5,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67,253
Glimpse of Us,199,2022-06-10,170,G#,Major,44,27,32,89,0,14,5,https://i.scdn.co/image/ab67616d0000b27308596cc28b9f5b00bfe08ae7,254
Mejor Que Yo,200,2023-05-04,178,C#,Minor,62,56,66,18,0,12,5,Not Found,255
Curtains,113,2023-05-05,176,F#,Minor,50,44,76,10,0,32,5,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796,256
UNFORGIVEN (feat. Nile Rodgers),201,2023-05-01,104,E,Minor,80,38,88,11,0,11,5,Not Found,257
Haegeum,202,2023-04-21,85,G,Major,70,83,84,31,0,47,30,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e,258
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,203,2023-04-30,117,F#,Minor,77,69,58,39,0,26,5,Not Found,259
MIENTRAS ME CURO DEL CORA,47,2023-02-24,80,Unknown,Major,52,57,48,86,0,15,39,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,260
Never Felt So Alone,204,2023-04-07,98,F,Major,44,36,41,50,0,38,5,https://i.scdn.co/image/ab67616d0000b2737dda6cb97a57f116f6fbf0be,261
X SI VOLVEMOS,205,2023-02-02,178,C#,Minor,79,58,78,34,0,11,25,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,262
ceilings,206,2022-04-08,148,A,Major,51,27,33,48,0,22,3,https://i.scdn.co/image/ab67616d0000b273d370fdc4dbc47778b9b667c3,263
Cupid,17,2023-02-24,120,D,Major,77,94,66,65,0,38,3,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb,264
I AM,207,2023-04-10,122,E,Minor,68,38,88,1,0,8,5,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8,265
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,208,1997-01-01,144,F,Major,74,75,73,42,0,9,4,Not Found,266
Shorty Party,209,2023-03-04,96,D,Major,93,47,47,33,0,10,36,https://i.scdn.co/image/ab67616d0000b273608e249e118a39e897f149ce,267
Super,210,2023-04-24,137,G#,Major,77,35,88,16,0,17,9,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264,268
Slut Me Out,211,2022-04-22,121,F#,Minor,94,71,61,12,0,53,42,https://i.scdn.co/image/ab67616d0000b27349a4f6c9a637e02252a0076d,269
Double Fantasy (with Future),212,2023-04-21,119,A,Minor,60,10,57,1,0,50,3,https://i.scdn.co/image/ab67616d0000b273c7d6fe09dfe4af1580e59705,270
All Of The Girls You Loved Before,4,2019-08-23,96,D,Major,72,40,47,71,0,13,4,https://i.scdn.co/image/ab67616d0000b2738481d8f15859aa5bae75ee17,271
PROVENZA,47,2022-04-21,111,C#,Major,87,53,52,66,1,11,5,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,272
Princess Diana (with Nicki Minaj),213,2023-04-14,148,A,Major,90,74,68,14,0,10,19,Not Found,273
Di Que Si,214,2023-02-03,182,A,Major,57,80,59,8,0,6,5,https://i.scdn.co/image/ab67616d0000b273aab35973ece2916fb24244fe,274
Shivers,113,2021-09-09,141,D,Major,79,82,86,28,0,4,9,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,275
Igualito a Mi Apï¿,215,2022-12-30,145,E,Minor,76,80,81,19,0,6,9,Not Found,276
Shoong! (feat. LISA of BLACKPINK),216,2023-04-25,110,B,Minor,76,26,70,1,0,41,6,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328,277
Komang,217,2022-08-16,134,G,Major,70,35,41,41,0,10,3,https://i.scdn.co/image/ab67616d0000b273f20ec6ba1f431a90dbf2e8b6,278
DESPECHï¿,218,2022-07-28,130,G,Major,92,78,62,18,0,6,10,Not Found,279
Made You Look,219,2022-10-21,145,A#,Major,84,88,53,35,0,8,7,https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff,280
Watch This - ARIZONATEARS Pluggnb Remix,220,2023-02-05,130,B,Minor,69,36,90,1,10,15,4,Not Found,281
No Se Va,221,2022-04-28,173,Unknown,Major,59,69,53,12,0,23,3,https://i.scdn.co/image/ab67616d0000b273042b5cc9a1a0a97cfc005ee8,282
Punto G,8,2022-11-04,92,B,Minor,75,55,76,25,0,10,15,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0,283
Lovers Rock,222,2014-06-05,105,F,Minor,56,57,87,0,1,10,4,https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84,284
METAMORPHOSIS,223,2021-11-25,175,G,Minor,59,15,64,43,90,12,10,https://i.scdn.co/image/ab67616d0000b273b852a616ae3a49a1f6b0f16e,285
Mami Chula,224,2023-04-27,120,G,Minor,80,33,70,22,0,9,4,Not Found,286
En Paris,225,2022-12-24,139,D#,Minor,70,77,48,37,0,12,5,https://i.scdn.co/image/ab67616d0000b27354c372ef8e7b53bb3c932ac5,287
Set Me Free Pt.2,20,2023-03-17,132,Unknown,Minor,59,56,82,12,0,12,6,https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4,288
I Was Never There,226,2018-03-29,114,A#,Major,32,17,74,14,0,17,3,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,289
Don't ever say love me (feat. RM of BTS),227,2023-05-04,145,B,Minor,54,19,48,36,0,37,5,Not Found,290
Shut Down,228,2022-09-16,110,Unknown,Major,82,67,69,0,0,18,4,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406,291
Gato de Noche,229,2022-12-22,94,G#,Major,89,61,66,17,0,36,16,https://i.scdn.co/image/ab67616d0000b273ed132404686f567c8f793058,292
Call Out My Name,42,2018-03-29,134,C#,Major,45,17,60,21,0,33,4,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,293
Like Crazy (English Version),20,2023-03-24,120,G,Major,62,32,76,0,0,39,4,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,294
Rosa Pastel,95,2023-02-02,123,G,Minor,70,86,68,24,0,11,4,Not Found,295
Sunroof,230,2021-12-03,131,A#,Major,77,84,71,35,0,15,4,https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c,296
Lose Yourself - Soundtrack Version,87,2002-01-01,171,D,Major,70,6,73,1,0,36,26,Not Found,297
Superman,231,2002-05-26,130,E,Minor,80,64,76,2,0,20,6,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,298
Mas Rica Que Ayer,200,2023-03-02,94,B,Major,82,53,67,34,0,9,8,Not Found,299
People Pt.2 (feat. IU),232,2023-04-07,89,G,Minor,73,44,57,39,0,32,6,Not Found,300
REMIX EXCLUSIVO,105,2023-03-17,87,F,Minor,65,71,56,4,0,15,20,https://i.scdn.co/image/ab67616d0000b273adf20f92c3153248fd7aac9e,301
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol",233,2023-03-22,124,B,Minor,72,79,78,55,0,15,30,Not Found,302
DOGTOOTH,234,2023-03-27,78,G#,Major,71,80,65,51,0,22,32,https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca,303
10:35,235,2022-11-01,120,G#,Major,70,70,79,7,0,18,10,Not Found,304
SORRY NOT SORRY,234,2023-03-31,96,F#,Minor,48,50,80,40,0,37,20,Not Found,305
HAPPY,236,2023-03-25,106,G,Major,73,22,86,31,0,12,4,https://i.scdn.co/image/ab67616d0000b273ff8a4276b3be31c839557439,306
La Bebe,237,2021-12-24,170,D,Minor,78,75,46,62,0,12,35,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9,307
I Know - PR1SVX Edit,238,2023-03-24,134,B,Minor,67,11,76,8,47,30,7,https://i.scdn.co/image/ab67616d0000b273efae10889cd442784f3acd3d,308
Late Night Talking,15,2022-05-20,115,A#,Major,71,90,73,30,0,11,5,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,309
Leï¿½,239,2022-12-09,130,F#,Major,74,79,87,45,0,30,3,Not Found,310
Save Your Tears (with Ariana Grande) (Remix),44,2020-03-20,118,Unknown,Major,65,63,79,3,0,10,3,Not Found,311
Something in the Orange,240,2022-04-22,110,G,Major,59,22,38,42,0,12,3,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb,312
VOID,241,2023-03-29,100,A,Major,72,42,66,18,4,19,4,https://i.scdn.co/image/ab67616d0000b2733c6c534cdacc9cf53e6d2977,313
Dijeron Que No La Iba Lograr,242,2023-03-14,142,G,Minor,70,76,79,26,0,11,7,Not Found,314
Midnight Rain,4,2022-10-21,140,Unknown,Major,64,18,37,72,0,12,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,315
If We Ever Broke Up,243,2023-02-10,116,G,Major,90,96,73,62,0,9,4,https://i.scdn.co/image/ab67616d0000b273918207ec2316cec13a0e036f,316
You Proof,28,2022-05-13,120,A,Major,73,64,85,25,0,61,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,317
LA INOCENTE,244,2022-04-01,92,F,Minor,76,46,79,31,0,7,6,Not Found,318
Malas Decisiones,245,2022-10-26,110,G#,Minor,81,64,79,5,0,31,3,https://i.scdn.co/image/ab67616d0000b2739afe5698b0a9559dabc44ac8,319
Murder In My Mind,246,2022-01-21,120,A#,Major,71,57,97,1,0,13,11,https://i.scdn.co/image/ab67616d0000b2731440ffaa43c53d65719e0150,320
Gangsta's Paradise,247,1995-07-11,80,G#,Major,63,40,61,9,0,56,6,https://i.scdn.co/image/ab67616d0000b273c31d3c870a3dbaf7b53186cc,321
CAIRO,248,2022-11-13,115,F,Minor,95,43,69,47,0,9,31,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,322
I Love You So,249,2014-11-28,76,A#,Major,58,46,67,65,0,13,4,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f,323
Dark Red,181,2017-02-20,172,F#,Major,60,77,78,45,0,12,6,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979,324
Say You Won't Let Go,144,2016-09-09,99,A#,Major,40,45,56,69,0,9,5,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,325
The Hills,42,2015-05-27,136,Unknown,Minor,36,12,57,9,0,14,8,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,326
Heart To Heart,250,2019-05-10,150,G#,Minor,90,64,14,67,35,11,10,https://i.scdn.co/image/ab67616d0000b273fa1323bb50728c7489980672,327
Peaches (from The Super Mario Bros. Movie),251,2023-04-07,92,A#,Minor,71,41,31,79,0,10,5,Not Found,328
Marisola - Remix,252,2022-12-15,95,C#,Major,77,72,87,17,0,7,5,Not Found,329
LOKERA,253,2022-07-25,102,B,Minor,83,58,83,21,0,10,5,Not Found,330
Low,16,2022-12-09,145,Unknown,Minor,70,34,55,43,0,16,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,331
Numb,254,2003-03-24,110,A,Major,50,24,86,0,0,64,4,https://i.scdn.co/image/ab67616d0000b273b4ad7ebaf4575f120eb3f193,332
Tormenta (feat. Bad Bunny),255,2023-02-24,95,Unknown,Major,64,30,77,46,0,38,6,https://i.scdn.co/image/ab67616d0000b2734b0ddebba0d5b34f2a2f07a4,333
on the street (with J. Cole),256,2023-03-03,94,B,Minor,68,81,82,53,0,9,13,https://i.scdn.co/image/ab67616d0000b2735e8286ff63f7efce1881a02b,334
One Thing At A Time,28,2022-12-02,142,G,Major,61,92,91,0,0,26,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,335
Miss You,257,2022-08-05,145,F#,Minor,59,20,74,1,0,15,5,Not Found,336
Ainï¿½ï¿½ï¿½t Tha,28,2023-03-03,121,F#,Minor,64,67,80,0,0,36,3,Not Found,337
Thinkinï¿½ï¿½ï¿½ B,28,2023-03-03,140,D#,Minor,66,43,76,49,0,12,3,Not Found,338
Private Landing (feat. Justin Bieber & Future),258,2023-02-23,137,C#,Minor,84,44,67,8,0,11,6,https://i.scdn.co/image/ab67616d0000b273feeff698e6090e6b02f21ec0,339
Everything I Love,28,2023-01-31,104,G#,Major,56,72,85,0,0,15,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,340
Heaven,259,2023-02-17,92,F,Major,57,68,76,7,0,33,3,https://i.scdn.co/image/ab67616d0000b2732a368fea49f5c489a9dc3949,341
LET GO,260,2022-12-15,146,D,Minor,74,51,45,86,0,21,38,https://i.scdn.co/image/ab67616d0000b273cbb3701743a568e7f1c4e967,342
Sial,261,2023-01-23,120,D,Major,56,20,43,89,0,12,4,https://i.scdn.co/image/ab67616d0000b2732f7bb02cb4b74bd7c2406428,343
I Wrote The Book,28,2023-01-31,144,D,Major,68,83,81,9,0,8,4,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,344
"Apna Bana Le (From ""Bhediya"")",262,2022-11-05,94,A,Major,59,44,56,80,0,6,3,Not Found,345
SPIT IN MY FACE!,263,2022-10-31,94,G#,Major,73,65,79,5,2,11,6,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3,346
PLAYA DEL INGLï¿½,264,2022-12-15,113,G,Minor,79,66,74,8,0,11,5,Not Found,347
Man Made A Bar (feat. Eric Church),265,2023-03-03,148,E,Major,50,49,76,12,0,12,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,348
Red Ruby Da Sleeze,266,2023-03-03,98,C#,Major,70,29,73,12,0,11,26,https://i.scdn.co/image/ab67616d0000b273064c51559ea4a86bd557a86f,349
Kahani Suno 2.0,267,2022-05-31,140,B,Major,58,26,38,91,0,10,4,https://i.scdn.co/image/ab67616d0000b2734697d4ee22b3f63c17a3b9ec,350
Nobody Gets Me,16,2022-12-09,100,G,Major,36,28,28,81,0,18,3,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,351
PERO Tï¿,268,2023-02-23,140,F#,Major,86,68,79,39,0,11,29,Not Found,352
Hype Boy,12,2022-08-01,100,E,Minor,59,78,94,27,0,29,23,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,353
Bloody Mary,269,2011-01-01,100,A,Minor,59,49,65,2,0,13,3,https://i.scdn.co/image/ab67616d0000b273a47c0e156ea3cebe37fdcab8,354
Monotonï¿½,270,2022-10-19,132,Unknown,Minor,87,82,70,42,0,21,5,Not Found,355
ýýý98 Braves,28,2023-03-03,142,D,Major,49,48,67,10,0,26,3,Not Found,356
WANDA,8,2023-01-20,176,E,Minor,72,96,63,25,0,21,7,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0,357
Thought You Should Know,28,2022-05-06,140,F#,Major,53,51,70,49,0,14,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,358
In The End,254,2000-10-24,105,D#,Minor,55,40,90,1,0,32,6,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,359
Zona De Perigo,271,2022-12-08,135,F,Major,81,97,77,75,0,35,3,https://i.scdn.co/image/ab67616d0000b2737fc5a85369c7df7f5f63efa3,360
Lovezinho,272,2022-07-28,128,E,Minor,82,61,59,30,0,12,4,Not Found,361
I Like You (A Happier Song) (with Doja Cat),273,2022-06-03,101,F,Major,74,43,69,12,0,12,7,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97,362
Neverita,5,2022-05-06,122,A#,Major,88,43,50,7,0,14,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,363
Vista Al Mar,8,2022-09-08,105,Unknown,Minor,76,49,56,80,12,10,13,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0,364
Sem Alianï¿½ï¿½a no ,274,2022-12-23,83,C#,Major,53,40,36,73,0,11,33,Not Found,365
Enemy (with JID) - from the series Arcane League of Legends,275,2021-09-03,77,B,Minor,72,59,76,24,0,42,28,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,366
Revenge,276,2017-08-25,140,B,Minor,75,18,25,78,0,11,26,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,367
Bombonzinho - Ao Vivo,277,2022-11-03,158,C#,Major,65,72,95,31,0,92,5,https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035,368
LA CANCIï¿½,278,2019-06-28,176,G,Major,75,43,65,15,0,11,32,Not Found,369
Quï¿½ï¿½ Ago,279,2022-10-20,98,B,Major,73,88,57,56,0,5,2,Not Found,370
Love Again,280,2023-01-27,107,B,Minor,66,47,40,72,0,11,3,https://i.scdn.co/image/ab67616d0000b273a53643fc03785efb9926443d,371
After Hours,42,2020-02-19,109,F,Minor,66,16,57,10,1,12,3,https://i.scdn.co/image/ab67616d0000b27360884bc925e0ca47e8006996,372
About Damn Time,281,2022-07-15,109,A#,Minor,84,72,74,10,0,34,7,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04,373
Born With A Beer In My Hand,28,2023-03-03,148,Unknown,Major,53,61,81,5,0,36,4,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,374
ýýýýýýýýýýýýýýýýýýýýý,282,2020-05-20,158,F#,Minor,60,52,76,17,0,19,5,Not Found,375
