event_id,user_id,track_id,timestamp,device,session_length_sec,listened_seconds,completed
1616,1559,520,2023-09-10,Mobile,359,55,0
1617,1559,166,2021-09-20,Mobile,408,148,0
1618,1559,916,2023-10-09,Mobile,207,83,0
1619,1559,201,2022-01-28,Mobile,144,51,0
1620,1559,445,2021-12-08,Mobile,355,343,1
1621,1563,880,2020-10-01,Desktop,388,154,0
1622,1563,753,2023-12-08,Smart Speaker,506,340,0
1623,1563,75,2024-12-18,Desktop,157,65,0
1624,1563,159,2021-11-11,Mobile,567,435,0
1625,1563,47,2024-05-27,Smart Speaker,554,153,0
1626,1569,419,2021-11-24,Mobile,114,41,0
1627,1569,827,2023-06-07,Mobile,326,121,0
1628,1569,680,2021-02-24,Desktop,407,165,0
1629,1569,330,2021-01-16,Smart Speaker,468,141,0
1630,1569,843,2021-01-30,Mobile,299,47,0
1631,1569,464,2023-06-30,Mobile,479,340,0
1632,1569,285,2020-08-26,Desktop,303,29,0
1633,1569,945,2023-02-01,Mobile,339,40,0
1634,1569,128,2023-07-28,Mobile,239,167,0
1635,1569,19,2023-06-13,Mobile,165,12,0
1636,1569,465,2024-08-04,Desktop,257,154,0
1637,1569,702,2020-10-17,Mobile,168,29,0
1638,1569,110,2022-05-19,Mobile,33,21,0
1639,1569,940,2021-03-11,Mobile,589,222,0
1640,1570,836,2023-01-01,Mobile,234,134,0
1641,1570,841,2022-02-06,Desktop,106,57,0
1642,1570,106,2022-04-05,Mobile,580,485,1
1643,1570,723,2024-01-05,Mobile,106,86,1
1644,1570,578,2024-05-12,Mobile,411,214,0
1645,1570,142,2023-03-12,Mobile,397,93,0
1646,1570,913,2024-01-09,Mobile,181,167,1
1647,1570,763,2021-10-17,Desktop,332,121,0
1648,1576,224,2024-11-14,Mobile,72,17,0
1649,1576,268,2024-01-27,Mobile,45,23,0
1650,1576,177,2022-09-29,Mobile,92,71,0
1651,1576,246,2022-08-12,Smart Speaker,318,295,1
1652,1576,850,2024-03-13,Desktop,284,101,0
1653,1576,606,2023-07-18,Mobile,492,208,0
1654,1576,558,2020-09-05,Mobile,93,55,0
1655,1576,587,2023-01-16,Mobile,186,61,0
1656,1576,66,2024-12-21,Desktop,49,42,1
1657,1576,866,2022-12-14,Mobile,372,142,0
1658,1576,520,2023-04-14,Desktop,301,255,1
1659,1579,317,2020-11-05,Smart Speaker,160,111,0
1660,1579,722,2020-12-03,Smart Speaker,524,370,0
1661,1579,49,2023-09-06,Mobile,516,120,0
1662,1579,795,2020-03-23,Mobile,162,80,0
1663,1579,349,2022-05-18,Mobile,300,120,0
1664,1579,158,2020-05-01,Mobile,561,338,0
1665,1594,922,2022-02-01,Desktop,52,32,0
1666,1594,9,2022-07-11,Mobile,42,37,1
1667,1594,52,2024-06-23,Desktop,238,47,0
1668,1594,191,2021-10-14,Mobile,80,18,0
1669,1594,621,2020-07-14,Mobile,329,119,0
1670,1594,420,2020-05-27,Mobile,551,365,0
1671,1594,365,2024-09-21,Mobile,393,149,0
1672,1598,492,2021-06-20,Desktop,258,72,0
1673,1598,793,2020-05-05,Smart Speaker,40,18,0
1674,1598,511,2021-09-19,Desktop,118,108,1
1675,1598,14,2020-10-07,Mobile,286,218,0
1676,1598,837,2024-02-15,Mobile,418,114,0
1677,1600,521,2020-10-15,Mobile,463,153,0
1678,1600,257,2023-09-30,Smart Speaker,375,195,0
1679,1600,858,2023-05-29,Mobile,201,23,0
1680,1600,183,2020-03-12,Mobile,428,348,1
1681,1600,283,2021-05-11,Mobile,103,96,1
1682,1600,535,2020-12-27,Desktop,476,382,1
1683,1600,324,2022-01-05,Desktop,413,72,0
1684,1600,346,2023-04-30,Desktop,132,96,0
1685,1600,719,2023-11-27,Mobile,223,133,0
1686,1607,600,2021-12-26,Mobile,40,36,1
1687,1607,297,2022-12-11,Desktop,440,82,0
1688,1607,577,2023-12-22,Mobile,46,40,1
1689,1607,229,2023-08-10,Mobile,239,184,0
1690,1607,582,2022-12-12,Smart Speaker,133,85,0
1691,1609,375,2023-09-20,Mobile,83,29,0
1692,1609,58,2024-03-25,Desktop,134,19,0
1693,1609,295,2021-09-22,Mobile,187,46,0
1694,1609,299,2020-04-10,Smart Speaker,492,222,0
1695,1609,836,2022-05-23,Desktop,422,240,0
1696,1609,791,2020-11-12,Mobile,476,118,0
1697,1609,920,2020-08-05,Mobile,464,451,1
1698,1609,528,2024-05-16,Mobile,307,66,0
1699,1609,466,2023-08-04,Mobile,59,48,1
1700,1609,747,2024-12-27,Desktop,342,274,1
1701,1609,269,2022-02-27,Desktop,160,44,0
1702,1609,180,2023-04-01,Mobile,509,386,0
1703,1618,96,2022-09-07,Mobile,539,374,0
1704,1618,436,2021-02-15,Smart Speaker,112,106,1
1705,1618,118,2021-08-13,Desktop,511,201,0
1706,1618,107,2021-01-24,Mobile,411,280,0
1707,1618,869,2022-07-22,Mobile,497,363,0
1708,1619,604,2024-09-15,Mobile,102,62,0
1709,1619,590,2023-06-30,Mobile,215,97,0
1710,1619,76,2020-05-28,Desktop,80,28,0
1711,1619,211,2024-09-04,Smart Speaker,309,35,0
1712,1619,376,2022-07-13,Mobile,111,109,1
1713,1624,44,2021-12-08,Mobile,152,102,0
1714,1624,323,2023-01-17,Mobile,140,11,0
1715,1624,794,2021-08-23,Desktop,128,36,0
1716,1624,257,2022-06-17,Mobile,218,112,0
1717,1624,809,2021-07-03,Smart Speaker,300,17,0
1718,1624,568,2024-06-25,Mobile,388,147,0
1719,1632,169,2023-07-08,Mobile,368,295,1
1720,1632,199,2024-09-11,Desktop,240,40,0
1721,1632,472,2024-05-02,Mobile,511,32,0
1722,1632,6,2020-11-20,Desktop,579,212,0
1723,1632,244,2022-01-30,Smart Speaker,356,56,0
1724,1632,13,2024-06-13,Desktop,409,374,1
1725,1651,792,2024-11-04,Mobile,250,82,0
1726,1651,46,2024-04-27,Mobile,533,283,0
1727,1651,861,2023-09-14,Desktop,153,19,0
1728,1651,668,2022-06-04,Desktop,89,12,0
1729,1651,442,2022-10-22,Desktop,246,152,0
1730,1651,832,2024-12-20,Mobile,385,123,0
1731,1651,734,2022-08-16,Mobile,120,48,0
1732,1651,65,2024-11-19,Smart Speaker,545,166,0
1733,1651,306,2020-07-05,Mobile,424,83,0
1734,1651,676,2021-06-16,Mobile,597,249,0
1735,1656,139,2021-01-19,Desktop,488,79,0
1736,1656,205,2020-11-20,Mobile,597,440,0
1737,1656,288,2022-08-24,Mobile,255,73,0
1738,1656,714,2023-11-21,Desktop,527,69,0
1739,1656,239,2021-02-13,Mobile,67,34,0
1740,1656,417,2023-03-27,Desktop,386,306,0
1741,1656,48,2021-07-30,Mobile,357,65,0
1742,1656,728,2020-09-13,Mobile,478,290,0
1743,1656,746,2020-11-11,Mobile,78,28,0
1744,1656,434,2023-03-14,Mobile,31,18,0
1745,1656,420,2022-07-04,Mobile,590,453,0
1746,1659,555,2022-08-21,Mobile,86,59,0
1747,1659,293,2023-07-18,Desktop,75,51,0
1748,1659,139,2020-08-17,Desktop,276,157,0
1749,1659,704,2024-06-17,Mobile,403,89,0
1750,1659,88,2024-10-15,Mobile,117,82,0
1751,1659,382,2024-12-11,Mobile,505,70,0
1752,1659,539,2020-03-01,Desktop,243,83,0
1753,1659,219,2023-12-09,Mobile,41,23,0
1754,1659,237,2021-07-11,Smart Speaker,210,70,0
1755,1661,80,2024-10-04,Smart Speaker,502,168,0
1756,1661,292,2021-05-07,Mobile,412,26,0
1757,1661,739,2020-04-26,Desktop,515,415,1
1758,1661,115,2021-10-05,Mobile,578,556,1
1759,1661,922,2020-03-21,Smart Speaker,176,131,0
1760,1673,662,2020-03-03,Desktop,404,67,0
1761,1673,449,2023-12-21,Desktop,457,365,0
1762,1673,913,2024-07-30,Mobile,195,94,0
1763,1673,189,2021-01-13,Desktop,493,409,1
1764,1673,364,2021-09-29,Mobile,101,52,0
1765,1684,825,2024-08-20,Mobile,366,204,0
1766,1684,275,2022-09-05,Mobile,36,18,0
1767,1684,616,2024-12-29,Desktop,207,40,0
1768,1684,523,2021-01-18,Desktop,446,263,0
1769,1684,799,2024-10-07,Mobile,155,56,0
1770,1684,619,2020-05-02,Mobile,493,284,0
1771,1684,619,2021-07-19,Mobile,591,32,0
1772,1685,235,2024-11-29,Smart Speaker,88,45,0
1773,1685,183,2020-11-06,Mobile,598,99,0
1774,1685,257,2020-02-21,Mobile,562,542,1
1775,1685,948,2021-11-02,Desktop,96,53,0
1776,1685,232,2024-07-09,Mobile,97,37,0
1777,1685,260,2024-12-14,Mobile,213,32,0
1778,1692,832,2021-04-23,Desktop,530,195,0
1779,1692,513,2021-04-11,Mobile,96,46,0
1780,1692,417,2022-09-15,Mobile,129,70,0
1781,1692,388,2021-02-20,Mobile,270,228,1
1782,1692,387,2023-06-10,Mobile,500,350,0
1783,1692,277,2024-10-24,Mobile,258,180,0
1784,1692,41,2021-08-22,Mobile,151,47,0
1785,1692,541,2024-11-14,Mobile,480,458,1
1786,1692,147,2020-02-13,Mobile,363,151,0
1787,1693,333,2020-02-24,Desktop,526,405,0
1788,1693,423,2022-03-07,Mobile,446,170,0
1789,1693,671,2022-09-11,Mobile,109,40,0
1790,1693,865,2020-03-14,Mobile,593,481,1
1791,1693,589,2021-07-17,Mobile,416,196,0
1792,1693,412,2024-07-02,Mobile,496,96,0
1793,1693,737,2023-02-17,Mobile,277,78,0
1794,1693,327,2021-10-24,Mobile,499,198,0
1795,1693,914,2022-02-13,Mobile,341,318,1
1796,1693,113,2020-05-11,Desktop,485,472,1
1797,1693,929,2024-02-14,Mobile,150,47,0
1798,1693,897,2021-05-26,Mobile,68,63,1
1799,1693,289,2021-06-11,Smart Speaker,229,29,0
1800,1693,503,2023-01-15,Mobile,277,227,1
1801,1703,799,2020-01-12,Desktop,529,51,0
1802,1703,841,2021-11-21,Smart Speaker,144,115,0
1803,1703,754,2021-04-25,Mobile,416,235,0
1804,1703,457,2024-06-12,Mobile,50,28,0
1805,1703,203,2024-01-11,Desktop,446,425,1
1806,1703,167,2022-03-20,Desktop,413,81,0
1807,1703,793,2023-07-05,Desktop,502,490,1
1808,1703,20,2021-05-04,Smart Speaker,519,242,0
1809,1703,529,2021-12-08,Desktop,118,111,1
1810,1703,387,2023-03-23,Mobile,116,60,0
1811,1714,264,2022-09-19,Mobile,450,130,0
1812,1714,4,2022-11-26,Mobile,501,119,0
1813,1714,801,2022-10-31,Smart Speaker,60,21,0
1814,1714,544,2021-11-30,Mobile,598,175,0
1815,1714,19,2021-06-28,Desktop,213,23,0
1816,1714,192,2021-08-02,Mobile,349,199,0
1817,1714,637,2022-12-18,Desktop,456,345,0
1818,1714,496,2020-01-09,Mobile,307,274,1
1819,1714,273,2024-07-18,Mobile,37,25,0
1820,1714,513,2021-05-31,Desktop,233,15,0
1821,1714,786,2021-01-21,Mobile,368,145,0
1822,1727,506,2021-11-10,Mobile,354,192,0
1823,1727,690,2021-09-14,Mobile,124,42,0
1824,1727,953,2021-05-09,Mobile,260,25,0
1825,1727,647,2023-10-23,Smart Speaker,466,328,0
1826,1727,550,2021-08-10,Desktop,570,153,0
1827,1727,576,2021-11-26,Mobile,374,278,0
1828,1727,169,2024-05-04,Mobile,62,31,0
1829,1727,393,2022-08-03,Mobile,518,219,0
1830,1731,859,2022-12-15,Mobile,202,26,0
1831,1731,67,2022-04-14,Mobile,226,151,0
1832,1731,606,2022-07-07,Mobile,266,198,0
1833,1731,138,2024-12-12,Mobile,502,342,0
1834,1731,695,2021-08-20,Desktop,258,70,0
1835,1731,727,2020-09-14,Desktop,590,210,0
1836,1731,178,2023-04-09,Desktop,152,95,0
1837,1731,59,2020-09-16,Mobile,494,277,0
1838,1731,95,2020-09-10,Mobile,154,50,0
1839,1731,728,2023-01-09,Mobile,540,78,0
1840,1731,262,2023-05-16,Desktop,118,28,0
1841,1732,266,2020-11-28,Desktop,322,216,0
1842,1732,47,2020-07-28,Mobile,229,180,0
1843,1732,154,2023-10-08,Smart Speaker,551,424,0
1844,1732,77,2021-08-01,Mobile,517,140,0
1845,1732,163,2021-06-25,Desktop,44,12,0
1846,1732,331,2021-04-30,Desktop,456,325,0
1847,1732,413,2022-06-07,Mobile,359,229,0
1848,1732,259,2020-05-22,Mobile,321,308,1
1849,1732,747,2021-12-20,Mobile,394,99,0
1850,1732,84,2021-05-31,Desktop,106,42,0
1851,1732,603,2024-02-19,Mobile,133,77,0
1852,1732,687,2024-10-12,Mobile,595,487,1
1853,1733,9,2022-04-01,Mobile,82,69,1
1854,1733,863,2022-11-16,Desktop,194,32,0
1855,1733,365,2020-01-19,Mobile,335,133,0
1856,1733,928,2021-03-25,Mobile,51,38,0
1857,1733,48,2020-04-16,Desktop,212,188,1
1858,1759,86,2022-06-16,Mobile,485,146,0
1859,1759,838,2024-05-13,Desktop,498,99,0
1860,1759,72,2022-12-15,Desktop,53,46,1
1861,1759,632,2021-03-09,Mobile,208,41,0
1862,1759,793,2024-05-20,Smart Speaker,521,198,0
1863,1759,420,2021-10-10,Desktop,278,85,0
1864,1759,255,2023-12-11,Mobile,505,303,0
1865,1759,174,2021-03-20,Mobile,499,354,0
1866,1759,338,2023-07-16,Mobile,556,465,1
1867,1759,188,2021-03-09,Mobile,598,538,1
1868,1761,567,2024-12-09,Desktop,528,450,1
1869,1761,830,2022-11-11,Mobile,467,38,0
1870,1761,560,2024-10-03,Mobile,546,512,1
1871,1761,583,2021-07-31,Mobile,170,147,1
1872,1761,228,2022-04-07,Mobile,310,181,0
1873,1761,519,2023-01-14,Mobile,240,55,0
1874,1761,533,2020-09-16,Mobile,410,42,0
1875,1761,859,2022-03-06,Smart Speaker,337,236,0
1876,1761,439,2021-04-25,Mobile,393,263,0
1877,1761,24,2022-04-24,Mobile,454,243,0
1878,1761,325,2020-01-18,Mobile,377,295,0
1879,1761,867,2023-11-26,Mobile,406,240,0
1880,1769,568,2022-12-18,Mobile,60,46,0
1881,1769,353,2023-02-04,Mobile,474,244,0
1882,1769,530,2020-03-16,Smart Speaker,595,254,0
1883,1769,317,2020-01-25,Mobile,150,77,0
1884,1769,596,2021-05-16,Desktop,143,141,1
1885,1769,703,2022-01-10,Smart Speaker,204,10,0
1886,1769,320,2024-10-07,Mobile,430,391,1
1887,1769,803,2024-08-25,Mobile,279,22,0
1888,1769,952,2024-08-08,Mobile,285,153,0
1889,1776,676,2020-08-20,Mobile,198,51,0
1890,1776,60,2021-11-07,Mobile,325,244,0
1891,1776,368,2021-05-05,Mobile,261,114,0
1892,1776,890,2021-03-03,Mobile,410,193,0
1893,1776,732,2022-05-31,Mobile,393,211,0
1894,1776,639,2021-09-17,Desktop,486,144,0
1895,1776,491,2022-10-23,Mobile,70,49,0
1896,1776,110,2021-01-02,Mobile,250,123,0
1897,1786,4,2022-11-15,Mobile,273,175,0
1898,1786,17,2021-06-26,Mobile,121,108,1
1899,1786,931,2021-09-10,Smart Speaker,429,216,0
1900,1786,101,2020-06-11,Mobile,270,256,1
1901,1786,502,2023-10-14,Desktop,576,293,0
1902,1786,905,2022-09-28,Mobile,562,172,0
1903,1795,339,2021-12-05,Smart Speaker,84,53,0
1904,1795,600,2021-08-26,Mobile,438,224,0
1905,1795,235,2020-07-13,Mobile,67,20,0
1906,1795,647,2023-01-24,Desktop,30,26,1
1907,1795,538,2020-12-14,Mobile,458,244,0
1908,1795,481,2021-02-19,Mobile,425,360,1
1909,1795,887,2022-12-26,Desktop,80,45,0
1910,1795,667,2023-03-11,Desktop,510,477,1
1911,1795,471,2020-05-06,Mobile,468,28,0
1912,1795,445,2020-05-30,Mobile,493,289,0
1913,1796,694,2023-12-27,Mobile,134,50,0
1914,1796,440,2021-05-08,Desktop,187,181,1
1915,1796,403,2021-07-03,Desktop,492,376,0
1916,1796,255,2020-04-04,Desktop,237,203,1
1917,1796,478,2024-02-16,Mobile,219,208,1
1918,1796,756,2024-07-21,Mobile,452,333,0
1919,1796,133,2024-04-13,Mobile,84,39,0
1920,1796,666,2023-02-12,Mobile,322,231,0
1921,1796,259,2024-12-03,Mobile,151,52,0
1922,1796,889,2020-12-27,Mobile,530,306,0
1923,1804,438,2021-02-14,Mobile,156,100,0
1924,1804,468,2023-04-29,Desktop,349,278,0
1925,1804,61,2022-03-07,Mobile,467,273,0
1926,1804,926,2021-12-16,Mobile,499,158,0
1927,1804,690,2023-09-21,Mobile,223,140,0
1928,1834,855,2021-10-26,Desktop,278,221,0
1929,1834,874,2023-03-23,Mobile,250,26,0
1930,1834,279,2022-03-26,Desktop,469,445,1
1931,1834,514,2022-07-11,Mobile,117,40,0
1932,1834,590,2022-01-09,Mobile,270,150,0
1933,1834,128,2022-06-20,Mobile,532,209,0
1934,1834,650,2023-06-11,Mobile,521,30,0
1935,1834,643,2022-08-27,Mobile,445,157,0
1936,1834,308,2022-05-01,Mobile,191,110,0
1937,1834,456,2021-04-10,Mobile,100,79,0
1938,1834,761,2022-08-16,Desktop,250,226,1
1939,1834,899,2022-05-28,Desktop,111,97,1
1940,1834,923,2024-08-07,Mobile,41,16,0
1941,1836,762,2024-12-11,Mobile,143,35,0
1942,1836,545,2021-08-29,Mobile,91,56,0
1943,1836,456,2024-05-11,Smart Speaker,531,34,0
1944,1836,12,2024-06-15,Mobile,348,342,1
1945,1836,838,2020-03-26,Mobile,165,142,1
1946,1836,791,2021-05-30,Smart Speaker,353,189,0
1947,1836,763,2023-02-02,Mobile,50,46,1
1948,1836,775,2020-05-24,Mobile,78,25,0
1949,1836,855,2022-07-17,Desktop,383,84,0
1950,1836,637,2024-04-25,Mobile,348,96,0
1951,1852,866,2024-09-16,Mobile,71,38,0
1952,1852,529,2020-10-18,Desktop,294,123,0
1953,1852,804,2023-01-23,Desktop,589,106,0
1954,1852,336,2023-01-05,Mobile,97,31,0
1955,1852,766,2021-02-13,Mobile,250,15,0
1956,1852,771,2020-09-10,Mobile,103,69,0
1957,1852,820,2024-05-26,Smart Speaker,361,354,1
1958,1863,668,2023-02-12,Mobile,484,403,1
1959,1863,228,2022-10-14,Mobile,274,23,0
1960,1863,427,2024-07-03,Mobile,71,26,0
1961,1863,19,2024-05-27,Mobile,95,48,0
1962,1863,912,2023-07-21,Smart Speaker,438,121,0
1963,1863,597,2020-11-19,Mobile,68,50,0
1964,1863,414,2021-12-30,Desktop,458,132,0
1965,1863,612,2020-09-14,Mobile,336,213,0
1966,1865,446,2020-05-12,Mobile,209,95,0
1967,1865,253,2024-08-12,Mobile,294,102,0
1968,1865,208,2021-10-07,Mobile,336,275,1
1969,1865,901,2024-01-03,Desktop,407,200,0
1970,1865,367,2022-03-29,Desktop,118,68,0
1971,1865,132,2021-11-21,Mobile,589,385,0
1972,1865,842,2021-08-04,Mobile,63,45,0
1973,1865,784,2020-01-19,Mobile,88,62,0
1974,1892,95,2020-06-23,Mobile,326,90,0
1975,1892,54,2020-12-14,Mobile,432,327,0
1976,1892,580,2020-12-25,Mobile,569,291,0
1977,1892,631,2021-07-16,Mobile,37,10,0
1978,1892,472,2023-01-11,Mobile,278,244,1
1979,1892,394,2024-05-25,Mobile,297,129,0
1980,1892,122,2022-04-17,Mobile,39,37,1
1981,1942,805,2024-10-19,Mobile,239,199,1
1982,1942,464,2020-03-20,Mobile,445,225,0
1983,1942,902,2023-04-03,Mobile,576,27,0
1984,1942,741,2020-11-14,Mobile,375,10,0
1985,1942,871,2021-12-24,Smart Speaker,295,137,0
1986,1942,80,2022-11-01,Mobile,442,261,0
1987,1942,724,2021-12-23,Mobile,311,121,0
1988,1942,268,2021-07-23,Desktop,327,326,1
1989,1942,546,2020-09-27,Mobile,394,44,0
1990,1942,739,2020-02-28,Mobile,566,243,0
1991,1942,86,2021-12-19,Mobile,419,189,0
1992,1942,583,2020-09-12,Mobile,150,102,0
1993,1942,800,2022-10-18,Desktop,338,68,0
1994,1942,388,2023-06-04,Desktop,115,27,0
1995,1964,626,2023-09-07,Mobile,213,33,0
1996,1964,566,2022-06-17,Mobile,428,206,0
1997,1964,485,2024-09-11,Desktop,476,300,0
1998,1964,412,2023-12-14,Mobile,537,253,0
1999,1964,154,2024-07-28,Mobile,453,282,0
2000,1964,128,2021-09-29,Mobile,402,65,0
2001,1964,570,2021-09-11,Mobile,205,168,1
2002,1966,586,2023-10-12,Mobile,196,157,1
2003,1966,327,2023-09-19,Mobile,211,131,0
2004,1966,29,2022-05-17,Desktop,122,82,0
2005,1966,723,2022-02-23,Mobile,213,104,0
2006,1966,353,2024-08-06,Desktop,294,144,0
2007,1966,646,2024-07-18,Mobile,528,148,0
2008,1966,762,2023-01-13,Smart Speaker,554,264,0
2009,2019,562,2022-12-28,Mobile,121,97,1
2010,2019,764,2021-11-10,Desktop,169,108,0
2011,2019,178,2020-12-07,Mobile,166,137,1
2012,2019,257,2021-02-18,Desktop,272,217,0
2013,2019,343,2024-08-16,Mobile,408,91,0
2014,2019,146,2023-06-29,Mobile,352,131,0
2015,2019,311,2024-02-24,Mobile,504,67,0
2016,2019,820,2021-01-16,Mobile,516,482,1
2017,2021,521,2023-10-28,Desktop,395,103,0
2018,2021,336,2020-02-09,Mobile,521,414,0
2019,2021,574,2023-11-22,Mobile,283,78,0
2020,2021,170,2021-08-06,Mobile,540,269,0
2021,2021,529,2020-08-05,Desktop,370,66,0
2022,2021,940,2021-12-30,Smart Speaker,493,256,0
2023,2021,31,2024-07-27,Mobile,397,56,0
2024,2021,839,2022-03-31,Desktop,447,117,0
2025,2021,683,2024-05-28,Mobile,145,82,0
2026,2021,780,2022-07-03,Mobile,157,79,0
2027,2021,181,2022-05-06,Smart Speaker,186,68,0
2028,2026,24,2022-08-05,Mobile,502,409,1
2029,2026,421,2021-04-26,Desktop,242,141,0
2030,2026,937,2021-02-01,Mobile,377,346,1
2031,2026,435,2022-09-17,Mobile,250,61,0
2032,2026,719,2023-06-19,Mobile,495,108,0
2033,2026,554,2022-12-31,Mobile,256,176,0
2034,2026,589,2021-01-05,Mobile,74,33,0
2035,2026,689,2020-06-20,Desktop,121,31,0
2036,2030,77,2020-08-25,Mobile,310,188,0
2037,2030,902,2024-06-06,Desktop,309,28,0
2038,2030,777,2024-08-30,Mobile,141,111,0
2039,2030,920,2023-09-10,Mobile,333,200,0
2040,2030,170,2021-01-15,Mobile,404,54,0
2041,2030,743,2024-04-21,Mobile,529,400,0
2042,2030,492,2023-05-04,Smart Speaker,579,394,0
2043,2030,815,2023-06-29,Mobile,576,317,0
2044,2030,875,2020-05-10,Mobile,237,178,0
2045,2030,654,2021-09-26,Desktop,55,15,0
2046,2030,680,2021-08-11,Mobile,80,14,0
2047,2030,257,2020-01-11,Mobile,234,191,1
2048,2030,409,2021-06-23,Mobile,61,33,0
2049,2046,387,2024-11-25,Mobile,257,137,0
2050,2046,751,2024-12-23,Mobile,236,71,0
2051,2046,617,2020-08-21,Mobile,377,290,0
2052,2046,737,2020-06-24,Mobile,171,145,1
2053,2046,592,2024-10-08,Mobile,111,16,0
2054,2068,383,2023-03-10,Smart Speaker,272,64,0
2055,2068,56,2020-03-28,Smart Speaker,556,428,0
2056,2068,8,2024-09-04,Smart Speaker,506,224,0
2057,2068,497,2024-02-10,Mobile,532,254,0
2058,2068,383,2020-04-24,Mobile,184,89,0
2059,2068,300,2020-01-12,Mobile,47,25,0
2060,2068,704,2024-06-16,Desktop,261,196,0
2061,2068,278,2021-06-24,Mobile,382,312,1
2062,2068,77,2022-11-04,Mobile,550,33,0
2063,2068,347,2023-09-12,Desktop,201,110,0
2064,2068,489,2024-05-30,Mobile,491,387,0
2065,2068,573,2021-04-21,Desktop,453,254,0
2066,2076,257,2021-11-03,Mobile,97,30,0
2067,2076,259,2022-08-07,Smart Speaker,336,104,0
2068,2076,246,2022-07-13,Mobile,216,15,0
2069,2076,572,2023-02-22,Smart Speaker,435,417,1
2070,2076,563,2022-08-09,Desktop,207,148,0
2071,2076,39,2021-01-15,Smart Speaker,98,57,0
2072,2076,850,2024-03-30,Desktop,128,29,0
2073,2076,179,2021-10-07,Mobile,148,46,0
2074,2076,490,2024-03-19,Mobile,37,18,0
2075,2076,149,2021-10-16,Mobile,517,34,0
2076,2076,945,2020-10-19,Mobile,584,434,0
2077,2099,431,2024-05-07,Mobile,346,333,1
2078,2099,76,2023-01-16,Desktop,515,295,0
2079,2099,7,2024-08-05,Mobile,579,61,0
2080,2099,396,2024-11-10,Smart Speaker,250,181,0
2081,2099,363,2023-07-24,Mobile,411,58,0
2082,2099,298,2020-08-21,Mobile,493,24,0
2083,2108,27,2021-09-08,Mobile,500,102,0
2084,2108,319,2023-02-17,Desktop,210,66,0
2085,2108,43,2021-10-06,Mobile,289,206,0
2086,2108,732,2024-03-05,Mobile,365,50,0
2087,2108,255,2020-05-28,Mobile,543,251,0
2088,2108,757,2020-07-30,Mobile,482,402,1
2089,2108,594,2021-09-03,Mobile,160,82,0
2090,2108,561,2021-02-10,Desktop,92,64,0
2091,2108,617,2021-12-23,Mobile,44,12,0
2092,2108,614,2022-12-04,Desktop,289,168,0
2093,2108,763,2023-05-01,Mobile,360,174,0
2094,2108,374,2024-02-27,Mobile,94,12,0
2095,2111,415,2020-11-23,Mobile,59,19,0
2096,2111,320,2020-04-14,Mobile,428,388,1
2097,2111,330,2021-10-02,Mobile,76,62,1
2098,2111,147,2021-04-30,Smart Speaker,491,81,0
2099,2111,27,2021-11-16,Mobile,58,24,0
2100,2125,385,2022-02-09,Desktop,89,66,0
2101,2125,564,2022-09-15,Mobile,575,105,0
2102,2125,922,2020-10-01,Mobile,260,209,1
2103,2125,234,2023-02-25,Smart Speaker,307,175,0
2104,2125,803,2023-11-18,Mobile,157,92,0
2105,2125,395,2022-02-01,Mobile,140,99,0
2106,2125,224,2022-11-02,Mobile,130,13,0
2107,2125,98,2024-09-30,Mobile,149,46,0
2108,2125,250,2020-02-13,Mobile,178,148,1
2109,2125,620,2023-06-03,Mobile,73,23,0
2110,2125,253,2021-04-18,Mobile,161,125,0
2111,2125,109,2020-10-01,Mobile,64,28,0
2112,2125,243,2022-08-20,Desktop,293,19,0
2113,2146,783,2020-07-28,Desktop,116,32,0
2114,2146,540,2020-06-23,Mobile,55,19,0
2115,2146,322,2024-04-15,Mobile,164,64,0
2116,2146,156,2020-01-20,Smart Speaker,176,96,0
2117,2146,555,2020-01-28,Mobile,430,315,0
2118,2146,534,2022-03-12,Mobile,130,48,0
2119,2146,682,2022-10-15,Mobile,325,139,0
2120,2146,342,2024-05-21,Mobile,494,99,0
2121,2146,712,2022-09-03,Smart Speaker,361,236,0
2122,2146,778,2021-04-25,Mobile,131,66,0
2123,2146,165,2022-01-03,Mobile,364,95,0
2124,2146,613,2024-02-14,Desktop,393,69,0
2125,2146,117,2021-05-23,Mobile,574,53,0
2126,2148,368,2022-05-25,Mobile,321,296,1
2127,2148,204,2022-08-02,Mobile,553,130,0
2128,2148,664,2020-01-13,Mobile,217,148,0
2129,2148,586,2024-12-16,Mobile,485,457,1
2130,2148,71,2020-02-12,Mobile,159,130,1
2131,2148,725,2024-11-24,Mobile,564,311,0
2132,2150,573,2021-05-19,Mobile,144,73,0
2133,2150,325,2024-03-17,Desktop,204,92,0
2134,2150,502,2021-04-19,Mobile,363,293,1
2135,2150,579,2021-09-23,Desktop,449,111,0
2136,2150,304,2024-04-05,Desktop,588,231,0
2137,2150,159,2021-02-08,Desktop,264,159,0
2138,2150,589,2023-05-21,Desktop,587,56,0
2139,2150,571,2021-06-07,Mobile,595,351,0
2140,2150,6,2023-07-08,Mobile,173,99,0
2141,2150,232,2020-02-21,Mobile,299,231,0
2142,2150,565,2022-03-25,Mobile,570,28,0
2143,2166,629,2024-10-28,Desktop,448,318,0
2144,2166,261,2020-06-08,Mobile,557,282,0
2145,2166,224,2020-01-20,Mobile,285,189,0
2146,2166,706,2023-05-18,Mobile,497,120,0
